clusterTag	clusterId	Score	Pattern
	660	['4.541783410849376e-05', '4.558611139573505e-05']	[['BENTITY2', 'MD', 'VB'], ['BENTITY2', 'IN', 'WRB'], ['BENTITY2', 'VBP', 'JJ']]
	661	['4.5039267664531524e-05', '4.525366556696365e-05']	[['BENTITY2', 'MD', 'VB']]
	662	['4.480003366920298e-05', '4.4908128551335996e-05']	[['BENTITY2', 'MD', 'VB'], ['BENTITY2', 'NN', '#']]
	663	['4.4531370283965434e-05', '4.467012856133708e-05']	[['BENTITY2', 'WDT', 'VBD'], ['BENTITY2', 'VBD', 'RB'], ['BENTITY2', 'RBS', 'JJ']]
	664	['4.413556096436316e-05', '4.433869663848973e-05']	[['BENTITY2', 'CC', 'VBG'], ['BENTITY2', 'WDT', 'VBD']]
	665	['4.387103749066556e-05', '4.40642743436612e-05']	[['BENTITY2', 'MD', 'VB'], ['BENTITY2', 'JJ', 'NN']]
	666	['4.381944854275385e-05', '4.4e-05']	[['BENTITY2', 'MD', 'VB']]
	667	['4.345476429190112e-05', '4.35e-05']	[['BENTITY2', 'NN', '#']]
	668	['4.3051735012343935e-05', '4.31e-05']	[['BENTITY2', 'NN', '#']]
	669	['4.2069002405381016e-05', '4.209538984965979e-05']	[['BENTITY2', 'VBG', 'DT'], ['BENTITY2', 'PRP', 'VBD']]
	670	['4.103735055514336e-05', '4.11796680324934e-05']	[['BENTITY2', 'JJ', 'NN'], ['BENTITY2', 'VBG', 'CC']]
	671	['3.987597024091657e-05', '4.0054196150397336e-05']	[['BENTITY2', 'WDT', 'VBD'], ['BENTITY2', 'NN', 'VBD'], ['BENTITY2', 'NN', 'JJ']]
	672	['3.9588985038423084e-05', '3.962421993527901e-05']	[['BENTITY2', 'WDT', 'VBD'], ['BENTITY2', 'VBG', 'VBN']]
	673	['3.928908580495266e-05', '3.9389143971894856e-05']	[['BENTITY2', 'WRB', 'PRP'], ['BENTITY2', 'VBD', 'IN']]
	674	['3.9110906193214864e-05', '3.92e-05']	[['BENTITY2', 'VBD', 'VBN']]
	675	['3.842976484002046e-05', '3.8559970658574196e-05']	[['BENTITY2', 'VBG', 'DT'], ['BENTITY2', 'VBP', 'RB']]
	676	['3.791544990980307e-05', '3.807871375475399e-05']	[['BENTITY2', 'VBG', 'DT'], ['BENTITY2', 'VBP', 'VBN']]
	677	['3.781910713051985e-05', '3.788833869776287e-05']	[['BENTITY2', 'VBG', 'DT'], ['BENTITY2', 'VBG', 'NN']]
	678	['3.737697182068697e-05', '3.74e-05']	[['BENTITY2', 'VBP', 'VBN']]
	679	['3.696742614365041e-05', '3.709873853714056e-05']	[['BENTITY2', 'NN', 'JJ'], ['BENTITY2', 'NN', 'VBP']]
	680	['3.6301308458037585e-05', '3.64e-05']	[['BENTITY2', 'NN', 'VBP']]
	681	['3.566183156839212e-05', '3.6e-05']	[['BENTITY2', 'VBD', 'IN']]
	682	['3.533414289112269e-05', '3.54e-05']	[['BENTITY2', 'VBG', 'NN']]
	683	['3.504707872569e-05', '3.51e-05']	[['BENTITY2', 'JJ', 'NN']]
	684	['3.410058787619453e-05', '3.42e-05']	[['BENTITY2', 'VBN', 'NN']]
	685	['3.3416273056996264e-05', '3.35e-05']	[['BENTITY2', 'VBD', 'VBN']]
	686	['3.298348022509566e-05', '3.302080292583126e-05']	[['BENTITY2', 'VBD', 'IN']]
	687	['3.265239726120684e-05', '3.273481643768225e-05']	[['BENTITY2', 'WRB', 'VBN'], ['BENTITY2', 'VBD', 'RB']]
	688	['3.248807136631694e-05', '3.251260183272502e-05']	[['BENTITY2', 'RB', 'VBP'], ['BENTITY2', 'JJ', 'NN']]
	689	['3.1523482857404915e-05', '3.16677973498959e-05']	[['BENTITY2', 'VBP', 'CD'], ['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBP', 'VBN'], ['BENTITY2', 'VBP', 'RB']]
	690	['3.0711960427661626e-05', '3.1e-05']	[['BENTITY2', 'RB', 'VBP']]
	691	['3.007047232996333e-05', '3.014795850766211e-05']	[['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBP', 'JJ']]
	692	['2.9756646158495123e-05', '2.9791484279861902e-05']	[['BENTITY2', 'RB', 'JJ'], ['BENTITY2', 'VBG', 'NN']]
	693	['2.924454800455026e-05', '2.93e-05']	[['BENTITY2', 'VBD', 'VBN']]
	694	['2.8658839769709198e-05', '2.87e-05']	[['BENTITY2', 'VBP', 'VBN']]
	695	['2.8264143113761008e-05', '2.8348292727951478e-05']	[['BENTITY2', 'VBP', 'JJ'], ['BENTITY2', 'VBD', 'RB']]
	696	['2.8100643582007462e-05', '2.8150096977676662e-05']	[['BENTITY2', 'VBP', 'NN'], ['BENTITY2', 'WRB', 'DT'], ['BENTITY2', 'VBP', 'JJ']]
	697	['2.7865160008629852e-05', '2.792437466826758e-05']	[['BENTITY2', 'NN', 'JJ'], ['BENTITY2', 'VBP', 'RB'], ['BENTITY2', 'VBD', 'VBN']]
	698	['2.766155158539202e-05', '2.7736639106367922e-05']	[['BENTITY2', 'VBP', 'RB'], ['BENTITY2', 'VBP', 'VBN']]
	699	['2.754097311916346e-05', '2.76e-05']	[['BENTITY2', 'WRB', 'VBN']]
	700	['2.7071254645665115e-05', '2.71e-05']	[['BENTITY2', 'VBD', 'VBN']]
	701	['2.6732450143397286e-05', '2.6841062974391567e-05']	[['BENTITY2', 'VBD', 'JJ'], ['BENTITY2', 'WRB', 'VBN'], ['BENTITY2', 'VBP', 'JJ']]
	702	['2.6359890654400234e-05', '2.64e-05']	[['BENTITY2', 'VBP', 'CC']]
	703	['2.5921940607773122e-05', '2.6041538993924183e-05']	[['BENTITY2', 'WRB', 'VBN'], ['BENTITY2', 'VBP', 'JJ']]
	704	['2.5737502936730864e-05', '2.58e-05']	[['BENTITY2', 'RB', 'VBD']]
	705	['2.5609319852836022e-05', '2.57e-05']	[['BENTITY2', 'VBP', 'VBN']]
	706	['2.546236856100576e-05', '2.55e-05']	[['BENTITY2', 'VBP', 'VBN']]
	707	['2.491558418589475e-05', '2.502957298702101e-05']	[['BENTITY2', 'VBG', 'NN'], ['BENTITY2', 'VBP', 'VBN']]
	708	['2.4674505138826348e-05', '2.47e-05']	[['BENTITY2', 'VBD', 'RB']]
	709	['2.40832638504649e-05', '2.417417745660013e-05']	[['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBP', 'VBN']]
	710	['2.3837404548445818e-05', '2.4e-05']	[['BENTITY2', 'VBP', 'JJ']]
	711	['2.367062852399974e-05', '2.370901560352143e-05']	[['BENTITY2', 'VBP', 'VBN'], ['BENTITY2', 'VBD', 'VBN']]
	712	['2.3407184517428573e-05', '2.3418272614288103e-05']	[['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBD', 'RB']]
	713	['2.3060454653831117e-05', '2.31e-05']	[['BENTITY2', 'VBD', 'RB']]
	714	['2.2846867013681503e-05', '2.292673130331832e-05']	[['BENTITY2', 'VBD', 'RB'], ['BENTITY2', 'NN', 'VBD']]
	715	['2.259668384680546e-05', '2.2618433920037806e-05']	[['BENTITY2', 'VBP', 'VBN']]
	716	['2.193004548895661e-05', '2.1950538467185843e-05']	[['BENTITY2', 'VBD', 'VBN']]
	717	['2.168743532016373e-05', '2.1726552855715894e-05']	[['BENTITY2', 'CD', 'VBD'], ['BENTITY2', 'VBD', 'RB']]
	718	['2.141903175623592e-05', '2.1496828827859114e-05']	[['BENTITY2', 'VBP', 'JJ']]
	719	['2.1137022815479958e-05', '2.1241384382349015e-05']	[['BENTITY2', 'NN', 'VBD'], ['BENTITY2', 'VBD', 'RB'], ['BENTITY2', 'RB', 'VBD']]
	720	['2.0908848511055418e-05', '2.1e-05']	[['BENTITY2', 'VBD', 'VBN']]
	721	['2.076082611131964e-05', '2.08e-05']	[['BENTITY2', 'VBD', 'RB']]
	722	['2.0561560191936806e-05', '2.0608655789886397e-05']	[['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBP', 'JJ']]
	723	['2.016358298419084e-05', '2.02e-05']	[['BENTITY2', 'VBD', 'VBN']]
	724	['1.9928255862179574e-05', '2.0002474226036914e-05']	[['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBD', 'JJ']]
	725	['1.983673726452215e-05', '2e-05']	[['BENTITY2', 'VBD', 'VBN']]
	726	['1.963670761532676e-05', '1.9702472373790022e-05']	[['BENTITY2', 'VBD', 'VBN']]
	727	['1.9337874819978307e-05', '1.9353720813693485e-05']	[['BENTITY2', 'VBD', 'VBN']]
	728	['1.863842176895633e-05', '1.87e-05']	[['BENTITY2', 'RBR', 'JJ']]
	729	['1.828598156111782e-05', '1.83e-05']	[['BENTITY2', 'VBD', 'VBN']]
	730	['1.802397228764318e-05', '1.81e-05']	[['BENTITY2', 'VBD', 'JJ']]
	731	['1.7576171609425166e-05', '1.76e-05']	[['BENTITY2', 'VBD', 'VBN']]
	732	['1.7063900094227283e-05', '1.7148140399509502e-05']	[['BENTITY2', 'VBD', 'JJ']]
	733	['1.7054083222311112e-05', '1.71e-05']	[['BENTITY2', 'VBP', 'CC']]
	734	['1.684263795575229e-05', '1.7e-05']	[['BENTITY2', 'VBD', 'JJR']]
	735	['1.6681546563660974e-05', '1.67e-05']	[['BENTITY2', 'VBD', 'DT']]
	736	['1.655291970297025e-05', '1.66e-05']	[['BENTITY2', 'VBD', 'VBN']]
	737	['1.618844110347903e-05', '1.622469435579386e-05']	[['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBD', 'DT']]
	738	['1.595584014541345e-05', '1.6e-05']	[['BENTITY2', 'VBD', 'VBN']]
	739	['1.5868266899485997e-05', '1.6e-05']	[['BENTITY2', 'VBD', 'DT']]
	740	['1.57842243312627e-05', '1.58e-05']	[['BENTITY2', 'VBD', 'DT']]
	741	['1.5566878933407406e-05', '1.561468997414433e-05']	[['BENTITY2', 'VBD', 'DT'], ['BENTITY2', 'VBD', 'VBN'], ['BENTITY2', 'VBD', 'JJ']]
	742	['1.5505604112160383e-05', '1.56e-05']	[['BENTITY2', 'VBD', 'DT']]
	743	['1.538172942745491e-05', '1.54e-05']	[['BENTITY2', 'VBD', 'DT']]
	744	['1.4669488004249232e-05', '1.47e-05']	[['BENTITY2', 'NN', 'VBD']]
	745	['1.4509927377894546e-05', '1.4564587600560905e-05']	[['BENTITY2', 'VBD', 'JJ'], ['BENTITY2', 'NN', 'WRB']]
	746	['1.4462928468991616e-05', '1.45e-05']	[['BENTITY2', 'VBD', 'VBN']]
	747	['1.4335660760854724e-05', '1.4380883951669485e-05']	[['BENTITY2', 'VBD', 'JJ'], ['BENTITY2', 'NN', 'VBD']]
	748	['1.3354160195077887e-05', '1.34e-05']	[['BENTITY2', 'VBD', 'JJ']]
	749	['1.291350489890961e-05', '1.3e-05']	[['BENTITY2', 'VBD', 'JJ']]
	750	['1.2459515755222559e-05', '1.2492860032661215e-05']	[['BENTITY2', 'VBD', 'JJ'], ['BENTITY2', 'RB', 'WRB']]
	751	['1.217133092226449e-05', '1.22e-05']	[['BENTITY2', 'NN', 'VBD']]
	752	['1.207762780842427e-05', '1.21e-05']	[['BENTITY2', 'RB', 'WRB']]
	753	['1.1860367215953834e-05', '1.19e-05']	[['BENTITY2', 'NN', 'WRB']]
	754	['1.1758409597840935e-05', '1.18e-05']	[['BENTITY2', 'NN', 'VBD']]
	755	['1.158542503358106e-05', '1.1642858366500162e-05']	[['BENTITY2', 'JJ', 'VBG'], ['BENTITY2', 'VBD', 'JJR']]
	756	['1.1487508799515734e-05', '1.15e-05']	[['BENTITY2', 'WRB', 'NN']]
	757	['1.087122587720006e-05', '1.09e-05']	[['BENTITY2', 'NN', 'VBD']]
	758	['1.0435493612532804e-05', '1.0466660735735383e-05']	[['BENTITY2', 'NN', 'VBD'], ['BENTITY2', 'VBD', 'JJR']]
	759	['9.860309224279121e-06', '9.9e-06']	[['BENTITY2', 'VBD', 'JJ']]
	760	['8.041679734127357e-06', '8.1e-06']	[['BENTITY2', 'VBD', 'JJ']]
	761	['6.296930798103817e-06', '6.3e-06']	[['BENTITY2', 'VBG', 'JJ']]
	762	['6.194827719627204e-06', '6.2e-06']	[['BENTITY2', 'VBD', 'JJ']]
PRP	1	['0.05310202268847136', '0.0532']	[['PRP', 'CC', 'DT']]
	2	['0.003987725940739901', '0.00399']	[['PRP', 'VBD', 'DT']]
	3	['0.0033467543354251316', '0.00335']	[['PRP', 'VBZ', 'DT']]
	4	['0.0027745248586759446', '0.0028']	[['PRP', 'VBZ', 'DT']]
	5	['0.0026920796298463504', '0.0027']	[['PRP', 'VBP', 'DT']]
	6	['0.0026628573353725702', '0.00267']	[['PRP', 'VBD', 'CC']]
	7	['0.002231559762157603', '0.00224']	[['PRP', 'VBD', 'DT']]
	8	['0.0018688116100858325', '0.00187']	[['PRP', 'VBZ', 'RB']]
	9	['0.0018128991138857', '0.0018160903867035889']	[['PRP', 'VBZ', 'RB'], ['PRP', 'RB', 'VBZ']]
	10	['0.0017382401527727773', '0.00174']	[['PRP', 'CC', 'NNP']]
	11	['0.0016989654591906041', '0.0017']	[['PRP', 'VBP', 'DT']]
	12	['0.0015388539903314939', '0.0015408732829950067']	[['PRP', 'VBZ', 'RBS'], ['PRP', 'VBD', 'DT']]
	13	['0.0014585634616508577', '0.00146']	[['PRP', 'VBD', 'DT']]
	14	['0.001139679327070904', '0.00114']	[['PRP', 'VBZ', 'BENTITY1']]
	15	['0.001040278690730978', '0.00105']	[['PRP', 'VBD', 'DT']]
	16	['0.0010259067897589083', '0.00103']	[['PRP', 'VB', 'DT']]
	17	['0.0008601510722099301', '0.000861']	[['PRP', 'VBZ', 'TO']]
	18	['0.0007252549974186153', '0.00073']	[['PRP', 'VBZ', 'RBR']]
	19	['0.000696551025515322', '0.0006979559251740412']	[['PRP', 'VBZ', 'IN']]
	20	['0.0005940944908537336', '0.0006']	[['PRP', 'VBD', 'TO']]
	21	['0.0005301314313551385', '0.000531']	[['PRP', 'VBP', 'BENTITY']]
	22	['0.0005165131644295775', '0.00052']	[['PRP', 'TO', 'VB']]
	23	['0.0004109415361152378', '0.000411']	[['PRP', 'VBZ', 'VBN']]
	24	['0.0004037337432756846', '0.00040540729780844743']	[['PRP', 'VBP', 'DT'], ['PRP', 'VBZ', 'VBN']]
	25	['0.00040238555585468363', '0.0004028696058883857']	[['PRP', 'VBZ', 'VBN']]
	26	['0.00039811150082971444', '0.00040002938162514104']	[['PRP', 'VBZ', 'VBN']]
	27	['0.0003974483135137849', '0.00039802811031080734']	[['PRP', 'VBZ', 'VBN']]
	28	['0.0003715997897504617', '0.0003724520862068439']	[['PRP', 'MD', 'RB']]
	29	['0.00037042259867567514', '0.000371']	[['PRP', 'VBZ', 'BENTITY2']]
	30	['0.0003455744102258621', '0.000346']	[['PRP', 'VBP', 'PRP$']]
	31	['0.0003352022649538894', '0.000336']	[['PRP', 'CC', 'RB']]
	32	['0.0002642663423329274', '0.000265']	[['PRP', 'TO', 'VB']]
	33	['0.00025375994270408623', '0.000254']	[['PRP', 'VBZ', 'JJ']]
	34	['0.00022557420137069446', '0.0002266139340931156']	[['PRP', 'VBZ', 'JJ']]
	35	['0.00022489578102373296', '0.000225']	[['PRP', 'VBZ', 'JJ']]
	36	['0.00022315567166219667', '0.00022357960366444087']	[['PRP', 'VBZ', 'JJ']]
	37	['0.00021590079731682174', '0.000216']	[['PRP', 'RB', 'VBD']]
	38	['0.00020195467166849874', '0.000202']	[['PRP', 'TO', 'VB']]
	39	['0.00016571490781187615', '0.000166']	[['PRP', 'IN', 'DT']]
	40	['0.00015542263675783177', '0.000156']	[['PRP', 'VBD', 'NNS']]
	41	['0.0001374873744294124', '0.000138']	[['PRP', 'TO', 'VB']]
	42	['0.00013151101474743896', '0.000132']	[['PRP', 'RB', 'VBP']]
	43	['0.00012883421182686029', '0.00013']	[['PRP', 'VBP', 'NN']]
	44	['0.00012777459110124557', '0.000128']	[['PRP', '#', '#']]
	45	['0.00012077006337609004', '0.00012102463200497007']	[['PRP', 'VBD', 'BENTITY2'], ['PRP', 'VBP', 'DT']]
	46	['0.0001199806414087161', '0.00012034133653778275']	[['PRP', 'RB', 'IN'], ['PRP', '#', '#']]
	47	['0.00011965760102409667', '0.00012']	[['PRP', 'RB', 'IN']]
	48	['0.00011792295602158988', '0.00011827751248923136']	[['PRP', 'VBP', 'DT']]
	49	['0.00011657506416533808', '0.000117']	[['PRP', 'CC', 'JJ']]
	50	['0.0001153294707809154', '0.00011537206740595806']	[['PRP', 'VBP', 'NN'], ['PRP', 'IN', 'NN']]
	51	['0.0001132401164246353', '0.00011379136453574166']	[['PRP', 'VBP', 'DT'], ['PRP', 'VBP', 'NN']]
	52	['0.00011275039783089399', '0.000113']	[['PRP', 'VBP', 'TO']]
	53	['0.00010724004068656358', '0.000108']	[['PRP', 'VBP', 'NN']]
	54	['0.00010603589476944953', '0.000107']	[['PRP', 'TO', 'VB']]
	55	['0.00010464309947295034', '0.000105']	[['PRP', 'VBP', 'NN']]
	56	['0.00010374216463279767', '0.000104']	[['PRP', 'BENTITY2', 'NN']]
	57	['0.00010156793118977308', '0.000102']	[['PRP', 'VBP', 'IN']]
	58	['0.0001', '9.943146627582075e-05']	[['PRP', 'VBP', 'VBN']]
	59	['9.568047489952916e-05', '9.606899877452538e-05']	[['PRP', 'VBP', 'IN'], ['PRP', 'TO', 'DT']]
	60	['9.508873297773879e-05', '9.555880822180691e-05']	[['PRP', 'VBP', 'IN']]
	61	['9.460107771975373e-05', '9.507293604182506e-05']	[['PRP', 'VBP', 'IN']]
	62	['9.458925865730896e-05', '9.5e-05']	[['PRP', 'CC', 'TO']]
	63	['9.365568356844994e-05', '9.4e-05']	[['PRP', 'VBP', 'VBN']]
	64	['9.197694120064698e-05', '9.2e-05']	[['PRP', 'MD', 'VB']]
	65	['9.079467799731118e-05', '9.091841646299899e-05']	[['PRP', 'MD', 'VB']]
	66	['9.000889304265699e-05', '9.040417829153274e-05']	[['PRP', 'MD', 'VB']]
	67	['8.946175097590931e-05', '8.976559572107205e-05']	[['PRP', 'MD', 'VB']]
	68	['8.889510814237778e-05', '8.904192108052156e-05']	[['PRP', 'MD', 'VB']]
	69	['8.60111141960832e-05', '8.611940184362148e-05']	[['PRP', 'VBP', 'RB'], ['PRP', 'VBP', 'VBN']]
	70	['8.179173244851693e-05', '8.195308292406061e-05']	[['PRP', 'VBP', 'VBN']]
	71	['8.034584645240725e-05', '8.070173433042817e-05']	[['PRP', 'VBP', 'VBN']]
	72	['7.976688391672064e-05', '8.01144742368058e-05']	[['PRP', 'VBP', 'VBN']]
	73	['7.958888164366108e-05', '7.964983348751445e-05']	[['PRP', 'VBP', 'VBN']]
	74	['7.909368452574981e-05', '7.913764976408569e-05']	[['PRP', 'VBP', 'VBN']]
	75	['7.822095758491526e-05', '7.860448638671592e-05']	[['PRP', 'VBP', 'VBN']]
	76	['7.715276514579603e-05', '7.752436128118587e-05']	[['PRP', 'VBP', 'VBN']]
	77	['7.676521296288603e-05', '7.706813122164405e-05']	[['PRP', 'VBP', 'VBN']]
	78	['7.617663601752574e-05', '7.64101315940479e-05']	[['PRP', 'VBP', 'VBN']]
	79	['7.593222509399713e-05', '7.6e-05']	[['PRP', 'VBP', 'VBN']]
	80	['7.212192367853852e-05', '7.21490643211741e-05']	[['PRP', 'VBP', 'RB'], ['PRP', 'RB', 'VBP']]
	81	['7.134556020707303e-05', '7.15164090533862e-05']	[['PRP', 'VBP', 'RB']]
	82	['7.072706399962684e-05', '7.1e-05']	[['PRP', 'VBP', 'RB']]
	83	['7.031016511579771e-05', '7.1e-05']	[['PRP', 'VBP', 'RB']]
	84	['6.96418782082718e-05', '7e-05']	[['PRP', 'VBP', 'RB']]
	85	['6.910424700583604e-05', '6.929136954060658e-05']	[['PRP', 'RB', 'VBP'], ['PRP', 'VBD', 'NN'], ['PRP', 'VBP', 'RB']]
	86	['6.87510034694552e-05', '6.893268412591871e-05']	[['PRP', 'VBP', 'RB'], ['PRP', 'VBD', 'NNS'], ['PRP', 'VB', 'VBN']]
	87	['6.853213712166842e-05', '6.858913414389673e-05']	[['PRP', 'VBP', 'RB'], ['PRP', 'RB', 'VBP']]
	88	['6.780922651734625e-05', '6.8e-05']	[['PRP', 'VB', 'VBN']]
	89	['6.744178770759791e-05', '6.8e-05']	[['PRP', 'VBD', 'NN']]
	90	['6.348719204712923e-05', '6.4e-05']	[['PRP', 'VBP', 'JJ']]
	91	['6.153660649111878e-05', '6.2e-05']	[['PRP', 'VBN', 'IN']]
	92	['6.006028456988905e-05', '6.01e-05']	[['PRP', 'RB', 'VBD']]
	93	['5.2251899318931944e-05', '5.23e-05']	[['PRP', 'RB', 'VBD']]
	94	['4.331863215311938e-05', '4.34e-05']	[['PRP', 'VBP', 'RBR']]
	95	['4.2746999168505516e-05', '4.3e-05']	[['PRP', 'VBD', 'NN']]
	96	['4.126911197882759e-05', '4.13e-05']	[['PRP', 'RB', 'VBD']]
	97	['3.6445345863001014e-05', '3.65e-05']	[['PRP', 'VBD', 'NNS']]
	98	['3.4626790829391424e-05', '3.47e-05']	[['PRP', 'VBD', 'IN']]
	99	['3.17471449105951e-05', '3.1771322208862e-05']	[['PRP', 'VBP', 'JJ'], ['PRP', 'IN', 'JJ']]
	100	['3.0069422055000838e-05', '3.01e-05']	[['PRP', 'VBP', 'JJ']]
	101	['2.911704890288574e-05', '2.92e-05']	[['PRP', 'VBP', 'JJ']]
	102	['2.8773019440691228e-05', '2.9e-05']	[['PRP', 'VBP', 'JJ']]
	103	['2.831380770478335e-05', '2.84e-05']	[['PRP', 'VBP', 'JJ']]
	104	['2.7874192636500133e-05', '2.8e-05']	[['PRP', 'VBD', 'IN']]
	105	['2.6671311243314612e-05', '2.67e-05']	[['PRP', 'RB', 'VBD']]
	106	['2.6391921690758365e-05', '2.64e-05']	[['PRP', 'VBP', 'JJ']]
	107	['2.5606063528431185e-05', '2.57e-05']	[['PRP', 'VBD', 'RB']]
	108	['2.51116914694082e-05', '2.52e-05']	[['PRP', 'RB', 'VBD']]
	109	['2.4841649367196057e-05', '2.4898360641439676e-05']	[['PRP', 'RB', 'VBD']]
	110	['2.459723853099699e-05', '2.464265061156407e-05']	[['PRP', 'VBD', 'JJ'], ['PRP', 'VBG', 'IN']]
	111	['2.419626259656683e-05', '2.4281261218651148e-05']	[['PRP', 'VBD', 'JJ'], ['PRP', 'IN', 'VBG']]
	112	['2.247069813471996e-05', '2.25e-05']	[['PRP', 'RB', 'VBD']]
	113	['2.2124012113814065e-05', '2.22e-05']	[['PRP', 'RB', 'VBD']]
	114	['2.144459999450108e-05', '2.15e-05']	[['PRP', 'RB', 'VBD']]
	115	['2.1183649402034812e-05', '2.12e-05']	[['PRP', 'RB', 'VBD']]
	116	['2.084151406375767e-05', '2.1e-05']	[['PRP', 'VBD', 'DT']]
	117	['2.055635836722701e-05', '2.06e-05']	[['PRP', 'VBD', 'IN']]
	118	['2.0044568625645796e-05', '2.01e-05']	[['PRP', 'VBD', 'NN']]
	119	['1.893079374071382e-05', '1.8986577994037327e-05']	[['PRP', 'VBP', 'VBG']]
	120	['1.806952796470096e-05', '1.81e-05']	[['PRP', 'VBD', 'DT']]
	121	['1.7222902909739304e-05', '1.73e-05']	[['PRP', 'VBD', 'IN']]
	122	['1.6922723342881955e-05', '1.7e-05']	[['PRP', 'VBD', 'DT']]
	123	['1.6796632147735572e-05', '1.68e-05']	[['PRP', 'VBD', 'DT']]
	124	['1.6561570435299124e-05', '1.664348249326343e-05']	[['PRP', 'VBD', 'DT']]
	125	['1.6443186604203235e-05', '1.65e-05']	[['PRP', 'VBD', 'DT']]
	126	['1.6356892214210232e-05', '1.64e-05']	[['PRP', 'VBD', 'DT']]
	127	['1.605067195093006e-05', '1.6103722399796546e-05']	[['PRP', 'VBD', 'DT'], ['PRP', 'VBD', 'VBN']]
	128	['1.5921937847186852e-05', '1.5986228053144287e-05']	[['PRP', 'VBD', 'DT']]
	129	['1.586400321059216e-05', '1.6e-05']	[['PRP', 'VBD', 'DT']]
	130	['1.565617908767185e-05', '1.57e-05']	[['PRP', 'VBD', 'VBN']]
	131	['1.3140604242205668e-05', '1.32e-05']	[['PRP', 'VBD', 'VBN']]
	132	['1.2692152296000778e-05', '1.27e-05']	[['PRP', 'VBD', 'JJ']]
	133	['1.2420150601981084e-05', '1.25e-05']	[['PRP', 'VBD', 'IN']]
	134	['1.1797127846188211e-05', '1.18e-05']	[['PRP', 'VBD', 'IN']]
	135	['1.1720276606641064e-05', '1.18e-05']	[['PRP', 'VBD', 'IN']]
	136	['1.1529474529781855e-05', '1.1529668534191149e-05']	[['PRP', 'VBD', 'VBN'], ['PRP', 'VBD', 'IN']]
	137	['1.1381033135210577e-05', '1.14e-05']	[['PRP', 'BENTITY1', 'VBD']]
	138	['1.1097242598364826e-05', '1.11e-05']	[['PRP', 'VBD', 'JJ']]
	139	['1.1039115019697824e-05', '1.11e-05']	[['PRP', 'VBD', 'CC']]
	140	['1.0959506040387192e-05', '1.1e-05']	[['PRP', 'VBD', 'IN']]
	141	['1.089579585995005e-05', '1.1e-05']	[['PRP', 'VBD', 'IN']]
	142	['1.0819901274191088e-05', '1.08379633758203e-05']	[['PRP', 'VBD', 'IN']]
	143	['1.072808330200155e-05', '1.075813591475185e-05']	[['PRP', 'VBD', 'IN']]
	144	['1.0507168363795429e-05', '1.0536770425401918e-05']	[['PRP', 'VBD', 'IN']]
	145	['1.037614281399673e-05', '1.0390908077981523e-05']	[['PRP', 'VBD', 'IN'], ['PRP', 'VBD', 'VBN']]
	146	['1.017445940132536e-05', '1.02e-05']	[['PRP', 'VBD', 'IN']]
	147	['1e-05', '9.94993813056888e-06']	[['PRP', 'VBD', 'VBN']]
	148	['9.505826758210707e-06', '9.552801411358395e-06']	[['PRP', 'VBD', 'VBN']]
	149	['9.475354210506605e-06', '9.495163592798235e-06']	[['PRP', 'VBD', 'VBN']]
	150	['9.331114104524055e-06', '9.4e-06']	[['PRP', 'VBD', 'VBN']]
	151	['8.681972168658042e-06', '8.7e-06']	[['PRP', 'VBD', 'CC']]
	152	['5.2050777890761e-06', '5.21e-06']	[['PRP', 'VBD', 'FW']]
VBD	1	['0.16531703625117605', '0.1654']	[['VBD', 'DT', 'NN']]
	2	['0.160585174416771', '0.1606']	[['VBD', 'DT', 'JJ']]
	3	['0.14335970770546735', '0.1434']	[['VBD', 'TO', 'DT']]
	4	['0.09277795977591279', '0.0928']	[['VBD', 'BENTITY', 'BENTITY']]
	5	['0.06901884407501709', '0.0691']	[['VBD', 'TO', 'DT']]
	6	['0.056175096861673414', '0.0562']	[['VBD', 'DT', 'CD']]
	7	['0.037759071288613395', '0.0378']	[['VBD', 'DT', 'CD']]
	8	['0.02895779797896018', '0.02896']	[['VBD', 'BENTITY', 'BENTITY']]
	9	['0.025633563379230128', '0.0257']	[['VBD', 'DT', 'CD']]
	10	['0.02033603828346156', '0.0204']	[['VBD', 'DT', 'CD']]
	11	['0.015132713749747099', '0.0152']	[['VBD', 'DT', 'NN']]
	12	['0.014576694568215632', '0.0146']	[['VBD', 'TO', 'BENTITY']]
	13	['0.012824605369531235', '0.012839532255393847']	[['VBD', 'DT', 'JJ'], ['VBD', 'NN', 'IN']]
	14	['0.012526120234255266', '0.0126']	[['VBD', 'DT', 'CD']]
	15	['0.01172710041603041', '0.0118']	[['VBD', 'DT', 'NN']]
	16	['0.010101659098109403', '0.0102']	[['VBD', 'DT', 'JJ']]
	17	['0.010029076809445083', '0.0101']	[['VBD', 'DT', 'JJ']]
	18	['0.009925166779104693', '0.00993']	[['VBD', 'BENTITY', 'CC']]
	19	['0.009583866878573245', '0.0096']	[['VBD', 'NN', 'BENTITY']]
